caseid,presvote,partyid,age,fincome,female,white,BushFT,ClintonFT,PerotFT,candid,vote,FT,clintondummy,perotdummy,PIDxClinton,PIDxPerot,partisan,bushdummy,PIDxBush,votehat,altvotehat
3001,1,6,31,20,0,1,85,30,0,1,1,85,0,0,0,0,major,1,6,.98463988,.99529278
3001,1,6,31,20,0,1,85,30,0,2,0,30,1,0,6,0,major,0,0,.01158217,.71323109
3001,1,6,31,20,0,1,85,30,0,3,0,0,0,1,0,6,minor,0,0,.0037779321,.44789946
3002,1,7,89,9,1,1,100,0,0,1,1,100,0,0,0,0,major,1,7,.99840432,.99816477
3002,1,7,89,9,1,1,100,0,0,2,0,0,1,0,7,0,major,0,0,.00036679182,.16653742
3002,1,7,89,9,1,1,100,0,0,3,0,0,0,1,0,7,minor,0,0,.0012289118,.40100512
3003,1,7,35,17,1,1,85,30,60,1,1,85,0,0,0,0,major,1,7,.87345374,.99529278
3003,1,7,35,17,1,1,85,30,60,2,0,30,1,0,7,0,major,0,0,.0054617743,.56936389
3003,1,7,35,17,1,1,85,30,60,3,0,60,0,1,0,7,minor,0,0,.1210845,.96700895
3005,2,6,27,3,1,0,40,60,60,1,0,40,0,0,0,0,major,1,6,.19289663,.92549759
3005,2,6,27,3,1,0,40,60,60,2,1,60,1,0,6,0,major,0,0,.25554746,.94271654
3005,2,6,27,3,1,0,40,60,60,3,0,60,0,1,0,6,minor,0,0,.55155593,.97261757
3006,2,2,54,15,1,1,30,70,50,1,0,30,0,0,0,0,major,1,2,.015235812,.86871278
3006,2,2,54,15,1,1,30,70,50,2,1,70,1,0,2,0,major,0,0,.89081937,.99742192
3006,2,2,54,15,1,1,30,70,50,3,0,50,0,1,0,2,minor,0,0,.09394481,.9760766
3007,2,1,45,2,1,0,15,70,50,1,0,15,0,0,0,0,major,1,1,.003298756,.72007072
3007,2,1,45,2,1,0,15,70,50,2,1,70,1,0,1,0,major,0,0,.9332968,.99862784
3007,2,1,45,2,1,0,15,70,50,3,0,50,0,1,0,1,minor,0,0,.063404463,.98017526
3009,1,6,35,17,1,1,85,30,0,1,1,85,0,0,0,0,major,1,6,.98463988,.99529278
3009,1,6,35,17,1,1,85,30,0,2,0,30,1,0,6,0,major,0,0,.01158217,.71323109
3009,1,6,35,17,1,1,85,30,0,3,0,0,0,1,0,6,minor,0,0,.0037779321,.44789946
3011,1,7,33,23,0,1,85,0,0,1,1,85,0,0,0,0,major,1,7,.99590558,.99529278
3011,1,7,33,23,0,1,85,0,0,2,0,0,1,0,7,0,major,0,0,.00094114873,.16653742
3011,1,7,33,23,0,1,85,0,0,3,0,0,0,1,0,7,minor,0,0,.0031532566,.40100512
3012,1,6,32,20,1,1,60,30,30,1,1,60,0,0,0,0,major,1,6,.84788108,.97767019
3012,1,6,32,20,1,1,60,30,30,2,0,30,1,0,6,0,major,0,0,.048164338,.71323109
3012,1,6,32,20,1,1,60,30,30,3,0,30,0,1,0,6,minor,0,0,.10395457,.8429659
3013,1,5,69,24,0,1,70,0,15,1,1,70,0,0,0,0,major,1,5,.96212339,.98798043
3013,1,5,69,24,0,1,70,0,15,2,0,0,1,0,5,0,major,0,0,.0082762772,.41420129
3013,1,5,69,24,0,1,70,0,15,3,0,15,0,1,0,5,minor,0,0,.029600348,.71662241
3014,2,1,67,3,1,0,40,85,60,1,0,40,0,0,0,0,major,1,1,.0062824385,.92549759
3014,2,1,67,3,1,0,40,85,60,2,1,85,1,0,1,0,major,0,0,.94677454,.99946612
3014,2,1,67,3,1,0,40,85,60,3,0,60,0,1,0,1,minor,0,0,.046943016,.98934144
3016,1,7,83,19,1,1,85,50,40,1,1,85,0,0,0,0,major,1,7,.94217741,.99529278
3016,1,7,83,19,1,1,85,50,40,2,0,50,1,0,7,0,major,0,0,.020764861,.82332027
3016,1,7,83,19,1,1,85,50,40,3,0,40,0,1,0,7,minor,0,0,.037057731,.89266163
3017,1,2,62,3,1,1,70,30,30,1,1,70,0,0,0,0,major,1,2,.65801501,.98798043
3017,1,2,62,3,1,1,70,30,30,2,0,30,1,0,2,0,major,0,0,.2493158,.96888989
3017,1,2,62,3,1,1,70,30,30,3,0,30,0,1,0,2,minor,0,0,.092669204,.92048347
3018,1,7,39,21,1,1,85,40,60,1,1,85,0,0,0,0,major,1,7,.86928809,.99529278
3018,1,7,39,21,1,1,85,40,60,2,0,40,1,0,7,0,major,0,0,.010204902,.71282238
3018,1,7,39,21,1,1,85,40,60,3,0,60,0,1,0,7,minor,0,0,.12050703,.96700895
3022,2,2,43,16,1,1,50,100,100,1,0,50,0,0,0,0,major,1,2,.0065977005,.95888412
3022,2,2,43,16,1,1,50,100,100,2,1,100,1,0,2,0,major,0,0,.72421563,.99960953
3022,2,2,43,16,1,1,50,100,100,3,0,100,0,1,0,2,minor,0,0,.26918668,.99895012
3023,1,2,66,10,1,1,100,0,0,1,1,100,0,0,0,0,major,1,2,.98826891,.99816477
3023,1,2,66,10,1,1,100,0,0,2,0,0,1,0,2,0,major,0,0,.0085522747,.82476819
3023,1,2,66,10,1,1,100,0,0,3,0,0,0,1,0,2,minor,0,0,.0031788298,.63629258
3024,3,5,71,20,0,1,70,40,30,1,0,70,0,0,0,0,major,1,5,.84317178,.98798043
3024,3,5,71,20,0,1,70,40,30,2,0,40,1,0,5,0,major,0,0,.090100117,.89778721
3024,3,5,71,20,0,1,70,40,30,3,1,30,0,1,0,5,minor,0,0,.066728137,.86675668
3026,2,1,71,14,0,1,0,85,50,1,0,0,0,0,0,0,major,1,1,.00052015134,.5
3026,2,1,71,14,0,1,0,85,50,2,1,85,1,0,1,0,major,0,0,.97376251,.99946612
3026,2,1,71,14,0,1,0,85,50,3,0,50,0,1,0,1,minor,0,0,.02571735,.98017526
3027,2,1,77,5,0,1,40,100,70,1,0,40,0,0,0,0,major,1,1,.0024833444,.92549759
3027,2,1,77,5,0,1,40,100,70,2,1,100,1,0,1,0,major,0,0,.96268046,.9997924
3027,2,1,77,5,0,1,40,100,70,3,0,70,0,1,0,1,minor,0,0,.034836214,.99429423
3028,2,3,65,20,0,1,30,60,0,1,0,30,0,0,0,0,major,1,3,.056261539,.86871278
3028,2,3,65,20,0,1,30,60,0,2,1,60,1,0,3,0,major,0,0,.9314633,.99095422
3028,2,3,65,20,0,1,30,60,0,3,0,0,0,1,0,3,minor,0,0,.012275155,.59078008
3029,1,2,81,5,0,1,40,40,50,1,1,40,0,0,0,0,major,1,2,.11122077,.92549759
3029,1,2,81,5,0,1,40,40,50,2,0,40,1,0,2,0,major,0,0,.52348584,.98318446
3029,1,2,81,5,0,1,40,40,50,3,0,50,0,1,0,2,minor,0,0,.36529341,.9760766
3030,2,1,34,15,0,0,40,60,30,1,0,40,0,0,0,0,major,1,1,.029998142,.92549759
3030,2,1,34,15,0,0,40,60,30,2,1,60,1,0,1,0,major,0,0,.93612653,.99742705
3030,2,1,34,15,0,0,40,60,30,3,0,30,0,1,0,1,minor,0,0,.033875316,.93345731
3031,2,1,60,7,1,1,20,60,50,1,0,20,0,0,0,0,major,1,1,.0079990225,.77898306
3031,2,1,60,7,1,1,20,60,50,2,1,60,1,0,1,0,major,0,0,.87979114,.99742705
3031,2,1,60,7,1,1,20,60,50,3,0,50,0,1,0,1,minor,0,0,.11220983,.98017526
3032,2,1,34,16,0,0,30,70,40,1,0,30,0,0,0,0,major,1,1,.008698117,.86871278
3032,2,1,34,16,0,0,30,70,40,2,1,70,1,0,1,0,major,0,0,.95668268,.99862784
3032,2,1,34,16,0,0,30,70,40,3,0,40,0,1,0,1,minor,0,0,.034619175,.96341783
3035,1,5,83,6,1,1,85,50,0,1,1,85,0,0,0,0,major,1,5,.92366922,.99529278
3035,1,5,83,6,1,1,85,50,0,2,0,50,1,0,5,0,major,0,0,.072036095,.9428243
3035,1,5,83,6,1,1,85,50,0,3,0,0,0,1,0,5,minor,0,0,.0042946599,.49573913
3037,2,1,58,3,0,1,50,85,10,1,0,50,0,0,0,0,major,1,1,.012278494,.95888412
3037,2,1,58,3,0,1,50,85,10,2,1,85,1,0,1,0,major,0,0,.98562604,.99946612
3037,2,1,58,3,0,1,50,85,10,3,0,10,0,1,0,1,minor,0,0,.0020954646,.79919988
3038,1,5,38,8,1,1,100,50,70,1,1,100,0,0,0,0,major,1,5,.84825349,.99816477
3038,1,5,38,8,1,1,100,50,70,2,0,50,1,0,5,0,major,0,0,.025717719,.9428243
3038,1,5,38,8,1,1,100,50,70,3,0,70,0,1,0,5,minor,0,0,.12602881,.98777634
3039,1,7,51,21,0,1,40,30,60,1,1,40,0,0,0,0,major,1,7,.28851843,.92549759
3039,1,7,51,21,0,1,40,30,60,2,0,30,1,0,7,0,major,0,0,.030707752,.56936389
3039,1,7,51,21,0,1,40,30,60,3,0,60,0,1,0,7,minor,0,0,.68077385,.96700895
3040,3,2,58,18,0,1,30,70,50,1,0,30,0,0,0,0,major,1,2,.015235812,.86871278
3040,3,2,58,18,0,1,30,70,50,2,0,70,1,0,2,0,major,0,0,.89081937,.99742192
3040,3,2,58,18,0,1,30,70,50,3,1,50,0,1,0,2,minor,0,0,.09394481,.9760766
3041,1,3,79,8,1,1,60,40,70,1,1,60,0,0,0,0,major,1,3,.22623309,.97767019
3041,1,3,79,8,1,1,60,40,70,2,0,40,1,0,3,0,major,0,0,.16060314,.96882963
3041,1,3,79,8,1,1,60,40,70,3,0,70,0,1,0,3,minor,0,0,.61316377,.99164343
3042,2,1,67,14,1,1,100,100,60,1,0,100,0,0,0,0,major,1,1,.099754363,.99816477
3042,2,1,67,14,1,1,100,100,60,2,1,100,1,0,1,0,major,0,0,.88322139,.9997924
3042,2,1,67,14,1,1,100,100,60,3,0,60,0,1,0,1,minor,0,0,.017024217,.98934144
3043,2,1,71,16,0,1,50,85,0,1,0,50,0,0,0,0,major,1,1,.01229053,.95888412
3043,2,1,71,16,0,1,50,85,0,2,1,85,1,0,1,0,major,0,0,.98659223,.99946612
3043,2,1,71,16,0,1,50,85,0,3,0,0,0,1,0,1,minor,0,0,.0011172609,.67948937
3045,2,6,30,17,0,1,30,50,50,1,0,30,0,0,0,0,major,1,6,.19289663,.86871278
3045,2,6,30,17,0,1,30,50,50,2,1,50,1,0,6,0,major,0,0,.25554746,.89760375
3045,2,6,30,17,0,1,30,50,50,3,0,50,0,1,0,6,minor,0,0,.55155593,.94979894
3049,2,3,18,20,1,1,50,50,15,1,0,50,0,0,0,0,major,1,3,.27312624,.95888412
3049,2,3,18,20,1,1,50,50,15,2,1,50,1,0,3,0,major,0,0,.68338239,.98315138
3049,2,3,18,20,1,1,50,50,15,3,0,15,0,1,0,3,minor,0,0,.043491375,.78784823
3050,2,4,77,15,0,1,50,50,0,1,0,50,0,0,0,0,major,1,4,.41996071,.95888412
3050,2,4,77,15,0,1,50,50,0,2,1,50,1,0,4,0,major,0,0,.55858642,.96876925
3050,2,4,77,15,0,1,50,50,0,3,0,0,0,1,0,4,minor,0,0,.021452894,.54365695
3052,3,6,63,2,1,1,50,40,60,1,0,50,0,0,0,0,major,1,6,.36720675,.95888412
3052,3,6,63,2,1,1,50,40,60,2,0,40,1,0,6,0,major,0,0,.073519714,.8236106
3052,3,6,63,2,1,1,50,40,60,3,1,60,0,1,0,6,minor,0,0,.55927354,.97261757
3054,1,7,53,20,1,1,85,15,40,1,1,85,0,0,0,0,major,1,7,.95991129,.99529278
3054,1,7,53,20,1,1,85,15,40,2,0,15,1,0,7,0,major,0,0,.0023334478,.33949259
3054,1,7,53,20,1,1,85,15,40,3,0,40,0,1,0,7,minor,0,0,.037755243,.89266163
3056,2,1,69,15,0,1,30,60,0,1,0,30,0,0,0,0,major,1,1,.016692799,.86871278
3056,2,1,69,15,0,1,30,60,0,2,1,60,1,0,1,0,major,0,0,.97795892,.99742705
3056,2,1,69,15,0,1,30,60,0,3,0,0,0,1,0,1,minor,0,0,.0053482987,.67948937
3057,2,3,44,13,1,1,50,100,50,1,0,50,0,0,0,0,major,1,3,.016448507,.95888412
3057,2,3,44,13,1,1,50,100,50,2,1,100,1,0,3,0,major,0,0,.95980519,.99926573
3057,2,3,44,13,1,1,50,100,50,3,0,50,0,1,0,3,minor,0,0,.02374628,.97115546
3058,2,3,49,8,1,1,0,70,0,1,0,0,0,0,0,0,major,1,3,.0048051956,.5
3058,2,3,49,8,1,1,0,70,0,2,1,70,1,0,3,0,major,0,0,.98825765,.99516124
3058,2,3,49,8,1,1,0,70,0,3,0,0,0,1,0,3,minor,0,0,.006937135,.59078008
3061,2,6,51,24,0,1,40,60,50,1,0,40,0,0,0,0,major,1,6,.25988623,.92549759
3061,2,6,51,24,0,1,40,60,50,2,1,60,1,0,6,0,major,0,0,.34429455,.94271654
3061,2,6,51,24,0,1,40,60,50,3,0,50,0,1,0,6,minor,0,0,.39581922,.94979894
3062,3,3,45,14,1,1,30,40,60,1,0,30,0,0,0,0,major,1,3,.065573923,.86871278
3062,3,3,45,14,1,1,30,40,60,2,0,40,1,0,3,0,major,0,0,.30802277,.96882963
3062,3,3,45,14,1,1,30,40,60,3,1,60,0,1,0,3,minor,0,0,.62640333,.98442578
3063,1,5,28,12,0,1,85,60,50,1,1,85,0,0,0,0,major,1,5,.79690826,.99529278
3063,1,5,28,12,0,1,85,60,50,2,0,60,1,0,5,0,major,0,0,.11667915,.96870875
3063,1,5,28,12,0,1,85,60,50,3,0,50,0,1,0,5,minor,0,0,.086412564,.95820683
3065,2,3,44,20,0,1,30,85,60,1,0,30,0,0,0,0,major,1,3,.011049093,.86871278
3065,2,3,44,20,0,1,30,85,60,2,1,85,1,0,3,0,major,0,0,.88340306,.99811333
3065,2,3,44,20,0,1,30,85,60,3,0,60,0,1,0,3,minor,0,0,.10554788,.98442578
3066,3,5,39,20,0,1,60,60,15,1,0,60,0,0,0,0,major,1,5,.56662691,.97767019
3066,3,5,39,20,0,1,60,60,15,2,0,60,1,0,5,0,major,0,0,.40064546,.96870875
3066,3,5,39,20,0,1,60,60,15,3,1,15,0,1,0,5,minor,0,0,.032727625,.71662241
3067,1,6,32,17,0,1,100,85,100,1,1,100,0,0,0,0,major,1,6,.51088518,.99816477
3067,1,6,32,17,0,1,100,85,100,2,0,85,1,0,6,0,major,0,0,.074651897,.98757374
3067,1,6,32,17,0,1,100,85,100,3,0,100,0,1,0,6,minor,0,0,.41446292,.99773878
3068,2,5,18,2,1,1,40,100,50,1,0,40,0,0,0,0,major,1,5,.02958275,.92549759
3068,2,5,18,2,1,1,40,100,50,2,1,100,1,0,5,0,major,0,0,.91581786,.99740642
3068,2,5,18,2,1,1,40,100,50,3,0,50,0,1,0,5,minor,0,0,.054599386,.95820683
3073,1,5,38,17,0,1,60,15,0,1,1,60,0,0,0,0,major,1,5,.93985373,.97767019
3073,1,5,38,17,0,1,60,15,0,2,0,15,1,0,5,0,major,0,0,.039042957,.64524174
3073,1,5,38,17,0,1,60,15,0,3,0,0,0,1,0,5,minor,0,0,.021103315,.49573913
3077,2,2,78,19,1,0,60,70,15,1,0,60,0,0,0,0,major,1,2,.10061293,.97767019
3077,2,2,78,19,1,0,60,70,15,2,1,70,1,0,2,0,major,0,0,.88904572,.99742192
3077,2,2,78,19,1,0,60,70,15,3,0,15,0,1,0,2,minor,0,0,.010341365,.81818831
3079,2,5,58,3,1,0,50,30,40,1,0,50,0,0,0,0,major,1,5,.57995546,.95888412
3079,2,5,58,3,1,0,50,30,40,2,1,30,1,0,5,0,major,0,0,.11634699,.82390058
3079,2,5,58,3,1,0,50,30,40,3,0,40,0,1,0,5,minor,0,0,.30369756,.92431384
3081,1,5,34,16,0,1,85,30,60,1,1,85,0,0,0,0,major,1,5,.81586015,.99529278
3081,1,5,34,16,0,1,85,30,60,2,0,30,1,0,5,0,major,0,0,.018052896,.82390058
3081,1,5,34,16,0,1,85,30,60,3,0,60,0,1,0,5,minor,0,0,.16608696,.97729504
3082,2,1,51,18,1,1,40,60,0,1,0,40,0,0,0,0,major,1,1,.030886304,.92549759
3082,2,1,51,18,1,1,40,60,0,2,1,60,1,0,1,0,major,0,0,.96384257,.99742705
3082,2,1,51,18,1,1,40,60,0,3,0,0,0,1,0,1,minor,0,0,.005271099,.67948937
3083,2,3,39,13,0,1,30,85,60,1,0,30,0,0,0,0,major,1,3,.011049093,.86871278
3083,2,3,39,13,0,1,30,85,60,2,1,85,1,0,3,0,major,0,0,.88340306,.99811333
3083,2,3,39,13,0,1,30,85,60,3,0,60,0,1,0,3,minor,0,0,.10554788,.98442578
3084,2,4,23,2,0,1,60,70,40,1,0,60,0,0,0,0,major,1,4,.26074979,.97767019
3084,2,4,23,2,0,1,60,70,40,2,1,70,1,0,4,0,major,0,0,.65111387,.99093628
3084,2,4,23,2,0,1,60,70,40,3,0,40,0,1,0,4,minor,0,0,.088136338,.93670571
3087,1,6,69,8,0,1,100,40,15,1,1,100,0,0,0,0,major,1,6,.98773062,.99816477
3087,1,6,69,8,0,1,100,40,15,2,0,40,1,0,6,0,major,0,0,.0084796008,.8236106
3087,1,6,69,8,0,1,100,40,15,3,0,15,0,1,0,6,minor,0,0,.0037897909,.67604417
3089,1,2,45,21,0,1,70,0,85,1,1,70,0,0,0,0,major,1,2,.17993838,.98798043
3089,1,2,45,21,0,1,70,0,85,2,0,0,1,0,2,0,major,0,0,.010303482,.82476819
3089,1,2,45,21,0,1,70,0,85,3,0,85,0,1,0,2,minor,0,0,.80975813,.9973039
3090,2,2,25,1,1,1,60,70,50,1,0,60,0,0,0,0,major,1,2,.092866354,.97767019
3090,2,2,25,1,1,1,60,70,50,2,1,70,1,0,2,0,major,0,0,.82059467,.99742192
3090,2,2,25,1,1,1,60,70,50,3,0,50,0,1,0,2,minor,0,0,.086538993,.9760766
3091,2,1,19,2,0,0,0,70,40,1,0,0,0,0,0,0,major,1,1,.0013243111,.5
3091,2,1,19,2,0,0,0,70,40,2,1,70,1,0,1,0,major,0,0,.963799,.99862784
3091,2,1,19,2,0,0,0,70,40,3,0,40,0,1,0,1,minor,0,0,.034876693,.96341783
3092,2,2,71,11,1,1,50,50,50,1,0,50,0,0,0,0,major,1,2,.13411675,.95888412
3092,2,2,71,11,1,1,50,50,50,2,1,50,1,0,2,0,major,0,0,.63125098,.9909721
3092,2,2,71,11,1,1,50,50,50,3,0,50,0,1,0,2,minor,0,0,.23463225,.9760766
3093,3,4,63,19,0,1,40,60,100,1,0,40,0,0,0,0,major,1,4,.017286569,.92549759
3093,3,4,63,19,0,1,40,60,100,2,0,60,1,0,4,0,major,0,0,.081038803,.9831183
3093,3,4,63,19,0,1,40,60,100,3,1,100,0,1,0,4,minor,0,0,.90167463,.99845904
3094,2,1,45,19,0,1,30,70,100,1,0,30,0,0,0,0,major,1,1,.0035057231,.86871278
3094,2,1,45,19,0,1,30,70,100,2,1,70,1,0,1,0,major,0,0,.38558516,.99862784
3094,2,1,45,19,0,1,30,70,100,3,0,100,0,1,0,1,minor,0,0,.6109091,.99913347
3095,1,5,65,15,0,1,70,60,60,1,1,70,0,0,0,0,major,1,5,.52623713,.98798043
3095,1,5,65,15,0,1,70,60,60,2,0,60,1,0,5,0,major,0,0,.19819526,.96870875
3095,1,5,65,15,0,1,70,60,60,3,0,60,0,1,0,5,minor,0,0,.27556762,.97729504
3098,3,4,33,14,0,1,60,15,85,1,0,60,0,0,0,0,major,1,4,.14638343,.97767019
3098,3,4,33,14,0,1,60,15,85,2,0,15,1,0,4,0,major,0,0,.011439131,.77382922
3098,3,4,33,14,0,1,60,15,85,3,1,85,0,1,0,4,minor,0,0,.84217745,.99604577
3100,1,5,33,13,0,1,85,0,50,1,1,85,0,0,0,0,major,1,5,.89945948,.99529278
3100,1,5,33,13,0,1,85,0,50,2,0,0,1,0,5,0,major,0,0,.0030078695,.41420129
3100,1,5,33,13,0,1,85,0,50,3,0,50,0,1,0,5,minor,0,0,.097532682,.95820683
3102,2,3,19,4,0,1,40,85,30,1,0,40,0,0,0,0,major,1,3,.022544675,.92549759
3102,2,3,19,4,0,1,40,85,30,2,1,85,1,0,3,0,major,0,0,.96011883,.99811333
3102,2,3,19,4,0,1,40,85,30,3,0,30,0,1,0,3,minor,0,0,.017336516,.9052369
3105,2,1,37,16,1,1,15,85,70,1,0,15,0,0,0,0,major,1,1,.0012554643,.72007072
3105,2,1,37,16,1,1,15,85,70,2,1,85,1,0,1,0,major,0,0,.91369408,.99946612
3105,2,1,37,16,1,1,15,85,70,3,0,70,0,1,0,1,minor,0,0,.085050426,.99429423
3107,2,2,34,9,1,0,0,85,50,1,0,0,0,0,0,0,major,1,2,.00096433226,.5
3107,2,2,34,9,1,0,0,85,50,2,1,85,1,0,2,0,major,0,0,.95969087,.9989962
3107,2,2,34,9,1,0,0,85,50,3,0,50,0,1,0,2,minor,0,0,.039344825,.9760766
3108,1,5,71,17,1,1,85,40,0,1,1,85,0,0,0,0,major,1,5,.95584834,.99529278
3108,1,5,71,17,1,1,85,40,0,2,0,40,1,0,5,0,major,0,0,.039707396,.89778721
3108,1,5,71,17,1,1,85,40,0,3,0,0,0,1,0,5,minor,0,0,.0044442788,.49573913
3110,1,6,37,23,0,1,70,30,30,1,1,70,0,0,0,0,major,1,6,.9127714,.98798043
3110,1,6,37,23,0,1,70,30,30,2,0,30,1,0,6,0,major,0,0,.027618583,.71323109
3110,1,6,37,23,0,1,70,30,30,3,0,30,0,1,0,6,minor,0,0,.059610035,.8429659
3112,1,4,52,21,1,1,60,60,50,1,1,60,0,0,0,0,major,1,4,.33730611,.97767019
3112,1,4,52,21,1,1,60,60,50,2,0,60,1,0,4,0,major,0,0,.44864818,.9831183
3112,1,4,52,21,1,1,60,60,50,3,0,50,0,1,0,4,minor,0,0,.21404569,.96525812
3113,2,7,49,21,1,1,60,70,50,1,0,60,0,0,0,0,major,1,7,.57746017,.97767019
3113,2,7,49,21,1,1,60,70,50,2,1,70,1,0,7,0,major,0,0,.21662025,.94260859
3113,2,7,49,21,1,1,60,70,50,3,0,50,0,1,0,7,minor,0,0,.20591956,.93980575
3119,2,2,33,13,1,0,40,98,50,1,0,40,0,0,0,0,major,1,2,.0053772624,.92549759
3119,2,2,33,13,1,0,40,98,50,2,1,98,1,0,2,0,major,0,0,.97696167,.99955714
3119,2,2,33,13,1,0,40,98,50,3,0,50,0,1,0,2,minor,0,0,.017661076,.9760766
3123,3,6,38,3,1,1,30,85,0,1,0,30,0,0,0,0,major,1,6,.076141022,.86871278
3123,3,6,38,3,1,1,30,85,0,2,0,85,1,0,6,0,major,0,0,.91452372,.98757374
3123,3,6,38,3,1,1,30,85,0,3,1,0,0,1,0,6,minor,0,0,.0093352785,.44789946
3125,1,5,51,21,0,1,85,15,50,1,1,85,0,0,0,0,major,1,5,.89522558,.99529278
3125,1,5,51,21,0,1,85,15,50,2,0,15,1,0,5,0,major,0,0,.0077008167,.64524174
3125,1,5,51,21,0,1,85,15,50,3,0,50,0,1,0,5,minor,0,0,.097073585,.95820683
3127,2,1,31,9,1,0,60,70,50,1,0,60,0,0,0,0,major,1,1,.05332917,.97767019
3127,2,1,31,9,1,0,60,70,50,2,1,70,1,0,1,0,major,0,0,.88644904,.99862784
3127,2,1,31,9,1,0,60,70,50,3,0,50,0,1,0,1,minor,0,0,.060221814,.98017526
3128,2,2,76,16,0,1,30,60,70,1,0,30,0,0,0,0,major,1,2,.018561007,.86871278
3128,2,2,76,16,0,1,30,60,70,2,1,60,1,0,2,0,major,0,0,.57806188,.99517083
3128,2,2,76,16,0,1,30,60,70,3,0,70,0,1,0,2,minor,0,0,.40337709,.99309397
3129,3,3,32,21,1,1,68,50,38,1,0,68,0,0,0,0,major,1,3,.49422053,.98638868
3129,3,3,32,21,1,1,68,50,38,2,0,50,1,0,3,0,major,0,0,.39795035,.98315138
3129,3,3,32,21,1,1,68,50,38,3,1,38,0,1,0,3,minor,0,0,.10782913,.9405157
3130,1,6,49,24,1,1,85,50,50,1,1,85,0,0,0,0,major,1,6,.88422012,.99529278
3130,1,6,49,24,1,1,85,50,50,2,0,50,1,0,6,0,major,0,0,.036658563,.89760375
3130,1,6,49,24,1,1,85,50,50,3,0,50,0,1,0,6,minor,0,0,.079121299,.94979894
3131,2,3,66,24,1,1,40,60,30,1,0,40,0,0,0,0,major,1,3,.094449662,.92549759
3131,2,3,66,24,1,1,40,60,30,2,1,60,1,0,3,0,major,0,0,.83291996,.99095422
3131,2,3,66,24,1,1,40,60,30,3,0,30,0,1,0,3,minor,0,0,.072630368,.9052369
3132,1,7,31,22,1,1,70,30,40,1,1,70,0,0,0,0,major,1,7,.89504683,.98798043
3132,1,7,31,22,1,1,70,30,40,2,0,30,1,0,7,0,major,0,0,.014396817,.56936389
3132,1,7,31,22,1,1,70,30,40,3,0,40,0,1,0,7,minor,0,0,.090556331,.89266163
3133,1,2,34,16,0,0,70,50,0,1,1,70,0,0,0,0,major,1,2,.42432225,.98798043
3133,1,2,34,16,0,0,70,50,0,2,0,50,1,0,2,0,major,0,0,.56664664,.9909721
3133,1,2,34,16,0,0,70,50,0,3,0,0,0,1,0,2,minor,0,0,.0090311216,.63629258
3134,3,3,37,20,0,1,30,60,70,1,0,30,0,0,0,0,major,1,3,.02817709,.86871278
3134,3,3,37,20,0,1,30,60,70,2,0,60,1,0,3,0,major,0,0,.46649852,.99095422
3134,3,3,37,20,0,1,30,60,70,3,1,70,0,1,0,3,minor,0,0,.50532436,.99164343
3135,1,5,39,2,1,1,75,60,50,1,1,75,0,0,0,0,major,1,5,.67638475,.99119914
3135,1,5,39,2,1,1,75,60,50,2,0,60,1,0,5,0,major,0,0,.18592167,.96870875
3135,1,5,39,2,1,1,75,60,50,3,0,50,0,1,0,5,minor,0,0,.13769357,.95820683
3136,2,1,33,16,1,0,40,60,30,1,0,40,0,0,0,0,major,1,1,.029998142,.92549759
3136,2,1,33,16,1,0,40,60,30,2,1,60,1,0,1,0,major,0,0,.93612653,.99742705
3136,2,1,33,16,1,0,40,60,30,3,0,30,0,1,0,1,minor,0,0,.033875316,.93345731
3137,2,1,25,11,1,1,15,85,30,1,0,15,0,0,0,0,major,1,1,.0013619761,.72007072
3137,2,1,25,11,1,1,15,85,30,2,1,85,1,0,1,0,major,0,0,.99121064,.99946612
3137,2,1,25,11,1,1,15,85,30,3,0,30,0,1,0,1,minor,0,0,.0074273967,.93345731
3138,1,7,64,14,1,1,85,40,40,1,1,85,0,0,0,0,major,1,7,.95141017,.99529278
3138,1,7,64,14,1,1,85,40,40,2,0,40,1,0,7,0,major,0,0,.011168964,.71282238
3138,1,7,64,14,1,1,85,40,40,3,0,40,0,1,0,7,minor,0,0,.037420876,.89266163
3143,1,7,34,14,0,1,70,15,0,1,1,70,0,0,0,0,major,1,7,.9858067,.98798043
3143,1,7,34,14,0,1,70,15,0,2,0,15,1,0,7,0,major,0,0,.0061643263,.33949259
3143,1,7,34,14,0,1,70,15,0,3,0,0,0,1,0,7,minor,0,0,.0080289692,.40100512
3146,2,3,54,7,1,1,40,70,85,1,0,40,0,0,0,0,major,1,3,.023736916,.92549759
3146,2,3,54,7,1,1,40,70,85,2,1,70,1,0,3,0,major,0,0,.39298719,.99516124
3146,2,3,54,7,1,1,40,70,85,3,0,85,0,1,0,3,minor,0,0,.58327585,.99673468
3147,3,7,67,10,1,1,50,0,85,1,0,50,0,0,0,0,major,1,7,.14128058,.95888412
3147,3,7,67,10,1,1,50,0,85,2,0,0,1,0,7,0,major,0,0,.0012104643,.16653742
3147,3,7,67,10,1,1,50,0,85,3,1,85,0,1,0,7,minor,0,0,.85750896,.99298495
3149,2,3,42,15,1,1,15,70,0,1,0,15,0,0,0,0,major,1,3,.012267866,.72007072
3149,2,3,42,15,1,1,15,70,0,2,1,70,1,0,3,0,major,0,0,.980847,.99516124
3149,2,3,42,15,1,1,15,70,0,3,0,0,0,1,0,3,minor,0,0,.0068851155,.59078008
