country,ccode,year,exptorev,lnpop,lngnp,lnimports,lnexports,democracy
PORTUGAL,960,1990,1.0132979,9.1953287,8.4949474,0.83902085,0.49822658,10
PORTUGAL,960,1991,1.2204839,9.1965456,8.709465,0.87875503,0.49414727,10
PORTUGAL,960,1992,1.2029089,9.1978626,8.9239912,1.02011,0.6069355,10
PORTUGAL,960,1993,1.2029418,9.1991787,8.9733515,0.8746767,0.46568176,10
PORTUGAL,960,1994,1.2029886,9.2004919,9.0226851,0.98256522,0.60786164,10
ROMANIA,970,1950,0.92719728,9.6995955,6.1003189,-3.8556428,-3.8824642,-7
ROMANIA,970,1951,0.92679632,9.7089319,6.1527328,-3.6141431,-3.6848874,-7
ROMANIA,970,1952,0.92649859,9.7189636,6.2045579,-3.4197688,-3.5199809,-7
ROMANIA,970,1953,0.92626882,9.7319279,6.251904,-3.257097,-3.3784578,-7
ROMANIA,970,1954,0.92608601,9.7433186,6.2971091,-3.3872945,-3.3242364,-7
ROMANIA,970,1955,0.96847194,9.7599058,6.3403592,-3.2596977,-3.2416329,-7
ROMANIA,970,1956,0.98728639,9.7746878,6.3818159,-3.3467093,-3.2314546,-7
ROMANIA,970,1957,1.0391374,9.7885818,6.4232469,-3.1820619,-3.2441936,-7
ROMANIA,970,1958,0.95070845,9.8012333,6.4614682,-3.0323963,-3.061872,-7
ROMANIA,970,1959,0.94616318,9.8106041,6.498282,-2.9917402,-2.9507589,-7
ROMANIA,970,1960,0.95275998,9.8208122,6.5337887,-2.7364497,-2.6352646,-7
ROMANIA,970,1961,0.9634726,9.8291407,6.568078,-2.5071523,-2.534517,-7
ROMANIA,970,1962,0.95813894,9.8352623,6.6025877,-2.3623352,-2.5034781,-7
ROMANIA,970,1963,0.95284253,9.8423033,6.6346335,-2.2808235,-2.3914163,-7
ROMANIA,970,1964,0.94170076,9.8483448,6.6656837,-2.1472921,-2.3025851,-7
ROMANIA,970,1965,0.96001899,9.8536139,6.6957989,-2.2284057,-2.2054584,-7
ROMANIA,970,1966,0.96789658,9.8596926,6.7250338,-2.1094885,-2.1319988,-7
ROMANIA,970,1967,0.96144092,9.8670826,6.7546039,-1.8669142,-1.9696907,-7
ROMANIA,970,1968,0.95072663,9.8894396,6.8079348,-1.8269722,-1.9180032,-7
ROMANIA,970,1969,0.97182411,9.9039879,6.9077554,-1.7481254,-1.8121663,-7
ROMANIA,970,1970,0.98178548,9.9160585,7.0958934,-1.6296407,-1.686859,-7
ROMANIA,970,1971,0.94816929,9.9267159,7.133296,-1.5592202,-1.5601717,-7
ROMANIA,970,1972,0.95521212,9.935955,7.1693501,-1.3409387,-1.3474584,-7
ROMANIA,970,1973,1,9.94415,7.2041492,-1.059007,-0.99479294,-7
ROMANIA,970,1974,0.986673,9.9536581,7.2377782,-0.58824676,-0.71867013,-7
ROMANIA,970,1975,0.98994136,9.9607182,7.2703128,-0.55008632,-0.62717217,-7
ROMANIA,970,1976,0.9827112,9.9732933,7.3018222,-0.50054532,-0.4820762,-7
ROMANIA,970,1977,0.99432623,9.978549,7.3330231,-0.35382184,-0.35382184,-8
ROMANIA,970,1978,0.99501324,9.9921389,7.467371,-0.39097065,-0.48841199,-8
ROMANIA,970,1979,0.99822581,10.000978,7.6496925,-0.42801756,-0.62306154,-8
ROMANIA,970,1980,0.99256802,10.007893,7.7579064,-0.21852925,-0.43032146,-8
ROMANIA,970,1981,0.96965808,10.010008,7.9080195,-0.35496211,-0.32628432,-8
ROMANIA,970,1982,0.91428399,10.012073,8.0583277,-0.7528972,-0.47240654,-8
ROMANIA,970,1983,0.89563072,10.014179,8.118803,-0.78570116,-0.47064385,-8
ROMANIA,970,1984,0.81688899,10.01628,8.1792002,-0.75374681,-0.37222379,-8
ROMANIA,970,1985,0.94210678,10.018377,8.2395935,-0.77696365,-0.48515791,-8
ROMANIA,970,1986,0.90823764,10.020471,8.3000317,-1.1276293,-0.66806436,-8
ROMANIA,970,1987,0.85367697,10.022558,8.0186253,-1.0706081,-0.53375316,-8
ROMANIA,970,1988,0.86268973,10.024687,7.7371802,-1.2368404,-0.42909208,-8
ROMANIA,970,1990,0.97319478,10.028842,7.4024515,-0.092773378,-0.54991299,4
ROMANIA,970,1991,0.94791573,10.030957,7.2442274,-0.62138486,-0.85190845,4
ROMANIA,970,1992,1.093492,10.034954,7.0647593,-0.58734673,-0.82919604,4
ROMANIA,970,1993,0.98786581,10.03254,7.0210838,-0.50749785,-0.71498388,4
ROMANIA,970,1994,1.0691649,10.030869,6.9772816,-0.42128968,-0.48597038,4
SPAIN,1060,1950,1.1202807,10.250157,5.5333896,-3.2467611,-3.2467611,-7
SPAIN,1060,1951,1.0734123,10.250476,5.57973,-3.1582513,-3.0323963,-7
SPAIN,1060,1952,0.98481917,10.250829,5.6240177,-2.8612013,-3.0834711,-7
SPAIN,1060,1953,0.92576104,10.258641,5.6664267,-2.8200998,-3.0323963,-7
SPAIN,1060,1954,0.8842259,10.266428,5.7071104,-2.7903454,-3.0704558,-7
SPAIN,1060,1955,1.2133293,10.274223,5.7462034,-2.7854714,-3.1100214,-7
SPAIN,1060,1956,1.0135101,10.282026,5.7838254,-2.5678535,-3.1190305,-7
SPAIN,1060,1957,0.99261796,10.289804,5.8200831,-2.4510851,-3.0449226,-7
SPAIN,1060,1958,0.97318518,10.297622,5.855072,-2.4395509,-3.0241318,-7
SPAIN,1060,1959,0.9462257,10.305413,5.9454207,-2.5319984,-2.9937344,-7
SPAIN,1060,1960,0.92264837,10.31321,6.0306854,-2.6297011,-2.6227903,-7
SPAIN,1060,1961,0.91847062,10.327415,6.1070228,-2.2145741,-2.6450753,-7
SPAIN,1060,1962,0.93516278,10.335887,6.1800165,-1.8521466,-2.6091101,-7
SPAIN,1060,1963,1.0012343,10.344288,6.2480431,-1.6321949,-2.6104698,-7
SPAIN,1060,1964,0.99861568,10.352618,6.3935909,-1.4943252,-2.3496766,-7
SPAIN,1060,1965,1.0209223,10.361071,6.5206213,-1.2026404,-2.3361418,-7
SPAIN,1060,1966,1.0007008,10.369452,6.6463904,-1.0294595,-2.0762465,-7
SPAIN,1060,1967,0.99878639,10.382544,6.7178049,-1.0633417,-1.9841313,-7
SPAIN,1060,1968,1,10.392712,6.6720328,-1.0492508,-1.8394803,-7
SPAIN,1060,1969,1,10.402717,6.7707896,-0.86702454,-1.6607312,-7
SPAIN,1060,1970,1,10.427594,6.8585649,-0.75183618,-1.4325477,-7
SPAIN,1060,1971,0.99964941,10.438049,6.9763479,-0.70602977,-1.224856,-7
SPAIN,1060,1972,1.0158222,10.448424,7.1974354,-0.39230216,-0.96679491,-7
SPAIN,1060,1973,1.0169398,10.459095,7.4558768,-0.047406115,-0.66145474,-7
SPAIN,1060,1974,1.0520694,10.469511,7.6755462,0.42481011,-0.34828168,-7
SPAIN,1060,1978,1.1141843,10.511404,8.1662159,0.62663335,0.27117148,8
SPAIN,1060,1979,1.1302572,10.520752,8.5010633,0.93365908,0.59927595,8
SPAIN,1060,1980,1.146624,10.525998,8.5848522,1.2260669,0.72851431,8
SPAIN,1060,1981,1.1632023,10.538635,8.5876513,1.1677029,0.7097584,8
SPAIN,1060,1982,1.1800086,10.54384,8.5904436,1.1463225,0.7177422,8
SPAIN,1060,1983,1.1970476,10.549071,8.4763708,1.0137804,0.68602186,9
SPAIN,1060,1984,1.2088878,10.554276,8.4006596,0.99269605,0.82039636,9
SPAIN,1060,1985,1.2365305,10.558517,8.3802271,1.0237451,0.86141205,9
SPAIN,1060,1986,1.157488,10.562768,8.4887934,1.2023114,0.98409891,9
SPAIN,1060,1987,1.1108423,10.567,8.7011805,1.5378774,1.2107797,9
SPAIN,1060,1988,1.1018432,10.571215,8.9541569,1.7518052,1.3775563,9
SPAIN,1060,1989,1.1121531,10.575385,9.1463346,1.9509119,1.5028545,9
SPAIN,1060,1990,1.1322367,10.578878,9.2983513,2.1378872,1.7166407,9
SPAIN,1060,1991,1.1414876,10.582384,9.4318829,2.202776,1.7945389,9
SPAIN,1060,1992,1.1566571,10.585877,9.476697,2.2643328,1.8844298,9
SPAIN,1060,1993,1.2965404,10.589383,9.5214949,2.0407658,1.8248557,9
SPAIN,1060,1994,1.3110186,10.592903,9.5663347,2.1833172,2.0004525,9
NORWAY,1091,1950,1.1155988,8.0910149,6.9127426,-2.4159889,-3.0709517,10
NORWAY,1091,1951,0.94718343,8.1004648,6.9285378,-2.4088571,-3.0390992,10
NORWAY,1091,1952,0.93644089,8.1101265,6.9450512,-2.4017758,-3.00823,10
NORWAY,1091,1953,0.97827435,8.1193981,6.9612961,-2.3947442,-2.9782853,10
NORWAY,1091,1954,1.0714779,8.1291752,6.9763479,-2.2839792,-2.8415015,10
NORWAY,1091,1955,1.0030488,8.1400242,6.9920964,-2.2167561,-2.7597435,10
NORWAY,1091,1956,0.99718255,8.1496019,7.0076008,-2.1107919,-2.5608637,10
NORWAY,1091,1957,0.90520495,8.158802,7.0228682,-2.0600939,-2.4993546,10
NORWAY,1091,1958,0.91520286,8.1670685,7.0379062,-2.0322526,-2.598165,10
NORWAY,1091,1959,0.89380598,8.1763916,7.1098795,-2.022789,-2.5127385,10
NORWAY,1091,1960,0.89151996,8.1861858,7.1770186,-1.9224788,-2.4295778,10
NORWAY,1091,1961,0.9220801,8.19174,7.2399325,-1.8226187,-2.3737912,10
NORWAY,1091,1962,0.94991493,8.1991892,7.2991214,-1.7934208,-2.3311081,10
NORWAY,1091,1963,0.97126412,8.2068567,7.3550019,-1.7027491,-2.2321639,10
NORWAY,1091,1964,0.9661352,8.2144651,7.4535618,-1.6176414,-2.0474312,10
NORWAY,1091,1965,0.98024476,8.2222853,7.5432734,-1.5095111,-1.9356806,10
NORWAY,1091,1966,0.95645303,8.2303104,7.6207051,-1.4255925,-1.8556454,10
NORWAY,1091,1967,0.96424913,8.2385368,7.7075124,-1.2917117,-1.74985,10
NORWAY,1091,1968,1.0144142,8.2477436,7.7698011,-1.3071136,-1.6409286,10
NORWAY,1091,1969,0.99436051,8.2560883,7.8228455,-1.2231556,-1.512765,10
NORWAY,1091,1970,1.0047446,8.2633324,7.9800234,-0.99371183,-1.403644,10
NORWAY,1091,1971,1.1529313,8.2700129,8.103797,-0.89869642,-1.3657078,10
NORWAY,1091,1972,1.0882727,8.2763948,8.2842522,-0.83632499,-1.123315,10
NORWAY,1091,1973,1.1407589,8.2839994,8.4953566,-0.47160488,-0.75779241,10
NORWAY,1091,1974,1.1565375,8.2907944,8.7290735,-0.17268808,-0.46617103,10
NORWAY,1091,1975,1.2118952,8.2957983,8.8622007,-0.029943883,-0.32406944,10
NORWAY,1091,1976,1.0529643,8.3005285,8.9618788,0.1050805,-0.23344642,10
NORWAY,1091,1977,1.0568181,8.3044949,9.0560226,0.25332355,-0.13616346,10
NORWAY,1091,1978,1.1791406,8.3064718,9.160099,0.13453095,0.002596581,10
NORWAY,1091,1979,1.2650074,8.3113985,9.3263445,0.31772617,0.29750866,10
NORWAY,1091,1980,1.1362584,8.3165445,9.4454126,0.52803665,0.61377925,10
NORWAY,1091,1981,1.0419928,8.3189859,9.5510893,0.44788587,0.59977013,10
NORWAY,1091,1982,0.90652984,8.3214216,9.5659151,0.43664074,0.56451803,10
NORWAY,1091,1983,0.87678844,8.3238516,9.5338717,0.31510264,0.5908376,10
NORWAY,1091,1984,0.86830461,8.3265171,9.5446672,0.33339608,0.64788824,10
NORWAY,1091,1985,0.82576132,8.3289337,9.5389242,0.42729184,0.69609278,10
NORWAY,1091,1986,0.83742535,8.3354311,9.6388712,0.70591539,0.59569967,10
NORWAY,1091,1987,0.89982599,8.3399782,9.7670946,0.78622764,0.75099152,10
NORWAY,1091,1988,0.94171804,8.3447428,9.9044867,0.80128384,0.83616465,10
NORWAY,1091,1989,0.98438817,8.3492479,9.9494162,0.85019368,0.99956512,10
NORWAY,1091,1990,0.97252065,8.3542032,10.048453,0.97625631,1.2329974,10
NORWAY,1091,1991,1.0000608,8.3593693,10.089552,0.92493325,1.2288215,10
NORWAY,1091,1992,1.0642941,8.3645077,10.134202,0.95011228,1.2573808,10
NORWAY,1091,1993,1.0448363,8.369853,10.178844,0.87526035,1.162807,10
NORWAY,1091,1994,1.0257354,8.374938,10.223504,0.97836369,1.2505319,10
SWEDEN,1092,1950,1.0805812,8.8596478,7.1592917,-2.1353772,-2.2045515,10
SWEDEN,1092,1951,1.0332787,8.8677092,7.181592,-1.7282214,-1.7248487,10
SWEDEN,1092,1952,0.96148509,8.8750076,7.2034054,-1.7544637,-1.8508726,10
SWEDEN,1092,1953,1.1043353,8.8807249,7.2247534,-1.8457934,-1.910543,10
SWEDEN,1092,1954,1.0713886,8.8866854,7.2456551,-1.7282214,-1.8432634,10
SWEDEN,1092,1955,1.0856359,8.8942585,7.266129,-1.610939,-1.7567785,10
SWEDEN,1092,1956,1.012512,8.9009581,7.2868762,-1.5100452,-1.6373231,10
SWEDEN,1092,1957,1.0591708,8.9077473,7.3065314,-1.4155172,-1.5431821,10
SWEDEN,1092,1958,1.0812467,8.9132814,7.3264656,-1.4413843,-1.5663784,10
SWEDEN,1092,1959,1.1298926,8.9177132,7.3524413,-1.4250351,-1.510951,10
SWEDEN,1092,1960,1.119545,8.9223919,7.420579,-1.2382193,-1.3610166,10
SWEDEN,1092,1961,0.97635072,8.9282427,7.552762,-1.2286071,-1.2935328,10
SWEDEN,1092,1962,1.0378,8.9334002,7.6348205,-1.1644317,-1.2292906,10
SWEDEN,1092,1963,0.9846704,8.9395809,7.7097569,-1.0814602,-1.1384972,10
SWEDEN,1092,1964,1.0043755,8.9483261,7.8115683,-0.95347351,-1.001032,10
SWEDEN,1092,1965,1.0017999,8.9584112,7.9039655,-0.82667857,-0.92356712,10
SWEDEN,1092,1966,1.0120479,8.9673767,7.9786539,-0.78088611,-0.85190845,10
SWEDEN,1092,1967,1.0270888,8.9705591,8.0471897,-0.75523537,-0.79230475,10
SWEDEN,1092,1968,1.0060691,8.9768944,8.1062126,-0.66825944,-0.70521981,10
SWEDEN,1092,1969,0.95542973,8.9844427,8.2133818,-0.52678567,-0.56352347,10
SWEDEN,1092,1970,0.94259024,8.9925575,8.3104153,-0.35610369,-0.38683966,10
SWEDEN,1092,1971,0.95367104,9.0002365,8.3877678,-0.34531116,-0.29235965,10
SWEDEN,1092,1972,0.99664462,9.0020857,8.53405,-0.20985721,-0.13159044,10
SWEDEN,1092,1973,0.95534956,9.0045452,8.7178459,0.06090698,0.19868691,10
SWEDEN,1092,1974,1.0788162,9.007122,8.910181,0.49804425,0.4660584,10
SWEDEN,1092,1975,1.0696599,9.0112791,8.9784079,0.58003449,0.55296516,10
SWEDEN,1092,1976,0.97530854,9.0145683,9.1083078,0.65513372,0.61220819,10
SWEDEN,1092,1977,0.94054055,9.0185747,9.1420612,0.70012277,0.64616042,10
SWEDEN,1092,1978,1.0158809,9.0209942,9.231123,0.72197759,0.77882016,10
SWEDEN,1092,1979,1.1005075,9.0235291,9.4132814,1.0453171,1.0147958,10
SWEDEN,1092,1980,1.1198752,9.0264177,9.5119257,1.2043527,1.1285594,10
SWEDEN,1092,1981,1.1491641,9.0268984,9.5236168,1.0589701,1.0517652,10
SWEDEN,1092,1982,1.4721678,9.027379,9.5353184,0.98570484,0.98607796,10
SWEDEN,1092,1983,1.1775175,9.0278587,9.4254513,0.92833781,1.0007789,10
SWEDEN,1092,1984,1.1259378,9.0283384,9.3826113,0.94394481,1.0689431,10
SWEDEN,1092,1985,1.1037154,9.0312138,9.3834534,1.0220191,1.1043624,10
SWEDEN,1092,1986,1.0774176,9.036582,9.4841766,1.157227,1.3041348,10
SWEDEN,1092,1987,0.9614526,9.0418034,9.6556673,1.3744242,1.4818546,10
SWEDEN,1092,1988,0.93675476,9.0471153,9.8600578,1.4926119,1.5967376,10
SWEDEN,1092,1989,0.91024774,9.052516,9.9795227,1.5487108,1.6306317,10
SWEDEN,1092,1990,0.92215127,9.0580044,10.072386,1.6758434,1.7375672,10
SWEDEN,1092,1991,0.98497432,9.061492,10.133805,1.5724627,1.6963859,10
SWEDEN,1092,1992,0.98385501,9.0673933,10.126791,1.5819023,1.7113265,10
SWEDEN,1092,1993,1.3321544,9.0762377,10.119808,1.4303352,1.5963122,10
SWEDEN,1092,1994,1.1944538,9.0843239,10.112816,1.6220777,1.7950374,10
SWITZERLAND,1100,1950,0.82940739,8.4540405,7.1412449,-2.2566562,-2.4046178,10
SWITZERLAND,1100,1951,1.0166172,8.4751205,7.1530519,-1.9921635,-2.2246985,10
SWITZERLAND,1100,1952,1.1085176,8.4794912,7.1647205,-2.1185982,-2.2072749,10
SWITZERLAND,1100,1953,0.95402133,8.4924908,7.1762547,-2.1379185,-2.1169357,10
SWITZERLAND,1100,1954,0.84441078,8.5028915,7.1876574,-2.0371487,-2.0971982,10
SWITZERLAND,1100,1955,0.98594058,8.5131855,7.1996784,-1.9044803,-2.0348506,10
SWITZERLAND,1100,1956,0.75216436,8.5261526,7.2108183,-1.733868,-1.9365541,10
SWITZERLAND,1100,1957,0.91718239,8.5420809,7.2225661,-1.6276019,-1.8578993,10
SWITZERLAND,1100,1958,0.93524897,8.556222,7.2341771,-1.7684337,-1.8714522,10
SWITZERLAND,1100,1959,0.91174155,8.5676966,7.3125534,-1.6486986,-1.7820072,10
SWITZERLAND,1100,1960,0.78438532,8.5870924,7.383368,-1.4943252,-1.6718453,10
SWITZERLAND,1100,1961,0.95921946,8.6117754,7.4223738,-1.3067441,-1.5891452,10
SWITZERLAND,1100,1962,0.89496261,8.6411791,7.5384951,-1.1973283,-1.5068814,10
SWITZERLAND,1100,1963,0.96997213,8.6604271,7.5989003,-1.1230074,-1.4208858,10
SWITZERLAND,1100,1964,0.92036861,8.6782913,7.7021046,-1.0188773,-1.3299141,10
SWITZERLAND,1100,1965,0.99365866,8.6887903,7.7437034,-0.99506336,-1.2177337,10
SWITZERLAND,1100,1966,0.99917382,8.6993484,7.8091354,-0.93038964,-1.116878,10
SWITZERLAND,1100,1967,1.0272783,8.7112789,7.8485436,-0.88454986,-1.0509657,10
SWITZERLAND,1100,1968,0.97625589,8.7237196,7.9233484,-0.795623,-0.92482704,10
SWITZERLAND,1100,1969,1.0636896,8.7361679,7.9946322,-0.63771242,-0.77110869,10
SWITZERLAND,1100,1970,1.0397953,8.743372,8.259717,-0.43386459,-0.66786939,10
SWITZERLAND,1100,1971,1.0108021,8.7452841,8.4690533,-0.33519304,-0.5504331,10
SWITZERLAND,1100,1972,1.0244401,8.7473516,8.6420622,-0.16605458,-0.38155329,10
SWITZERLAND,1100,1973,1.0717837,8.7494154,8.7895079,0.14988446,-0.054245014,10
SWITZERLAND,1100,1974,1.0059146,8.7514744,8.9336643,0.36610043,0.16449696,10
SWITZERLAND,1100,1975,1.0916458,8.7535295,9.0596342,0.28540447,0.25874233,10
SWITZERLAND,1100,1976,1.1018795,8.7555799,9.1226015,0.39035144,0.39433673,10
SWITZERLAND,1100,1977,1.0966125,8.7554226,9.3128967,0.5844478,0.56610894,10
SWITZERLAND,1100,1978,1.0231447,8.7552652,9.4009609,0.8672685,0.85700774,10
SWITZERLAND,1100,1979,1.1681435,8.7551069,9.6395216,1.0769119,1.2186742,10
SWITZERLAND,1100,1980,1.0010939,8.7585697,9.7074728,1.2908841,1.4281079,10
SWITZERLAND,1100,1981,1.0753498,8.7656145,9.6071014,1.4466366,1.388891,10
SWITZERLAND,1100,1982,0.95456994,8.7727652,9.7386131,1.3684359,1.2829596,10
SWITZERLAND,1100,1983,1.0645924,8.7798653,9.7044268,1.3685886,1.2210364,10
SWITZERLAND,1100,1984,0.99409044,8.7869148,9.7032061,1.3283209,1.2990466,10
SWITZERLAND,1100,1985,1.0402852,8.7940674,9.7038164,1.3511333,1.3098722,10
SWITZERLAND,1100,1986,0.89006352,8.8011684,9.7863922,1.6754503,1.5780092,10
SWITZERLAND,1100,1987,0.95381862,8.8082199,9.9669313,1.8024851,1.708722,10
SWITZERLAND,1100,1988,0.89038736,8.8153696,10.213176,1.90659,1.836175,10
SWITZERLAND,1100,1989,0.98249966,8.8224697,10.310618,1.956836,1.8842019,10
SWITZERLAND,1100,1990,0.94670391,8.8295193,10.397879,2.1424985,2.0545466,10
SWITZERLAND,1100,1991,1.0719081,8.8355017,10.42555,2.0650003,2.0049336,10
SWITZERLAND,1100,1992,1.0617887,8.8414478,10.464074,2.0813773,2.0778153,10
SWITZERLAND,1100,1993,1.1990787,8.8475037,10.502599,1.9994916,2.0205405,10
SWITZERLAND,1100,1994,1.0890973,8.8535223,10.541122,2.07059,2.1117272,10
TURKEY,1170,1950,1.0512496,9.9491777,5.5012584,-3.4705474,-3.6381865,10
TURKEY,1170,1951,1.024406,9.9820213,5.4764633,-3.2015271,-3.4609475,10
TURKEY,1170,1952,1.167455,10.008703,5.4553213,-2.8895721,-3.3159375,10
TURKEY,1170,1953,1.058715,10.034121,5.433722,-2.931819,-3.2289262,4
TURKEY,1170,1954,1.080415,10.04103,5.4116459,-3.0407295,-3.3962097,4
TURKEY,1170,1955,0.99960548,10.088513,5.3890719,-2.9997404,-3.4641371,4
TURKEY,1170,1956,1.3240325,10.117429,5.3659759,-3.1966252,-3.4900286,4
TURKEY,1170,1957,1.0668119,10.146434,5.3423343,-3.226404,-3.366796,4
TURKEY,1170,1958,1.0086966,10.175307,5.31812,-3.4577677,-3.7009521,4
TURKEY,1170,1959,0.98554444,10.204222,5.3706379,-3.0576077,-3.3410435,4
TURKEY,1170,1961,1,10.261232,5.46806,-2.9759297,-3.3610156,10
TURKEY,1170,1962,1.0112218,10.285104,5.5134287,-2.7774003,-3.2675409,10
TURKEY,1170,1963,0.99954808,10.308453,5.556828,-2.6722004,-3.3022573,10
TURKEY,1170,1964,1.0504858,10.331268,5.6058021,-2.9150743,-3.1917472,10
TURKEY,1170,1965,1.0675787,10.35115,5.6524892,-2.8524981,-3.0704558,9
TURKEY,1170,1966,1.0437781,10.370675,5.7868972,-2.6241686,-3.0138962,9
TURKEY,1170,1967,0.9849841,10.395864,5.866468,-2.6722004,-2.9526727,9
TURKEY,1170,1968,1.043453,10.420465,5.9401712,-2.5639498,-3.0037644,9
TURKEY,1170,1969,1.0489688,10.445085,5.9661469,-2.5849481,-2.9243424,9
TURKEY,1170,1970,1.0545565,10.481981,6.059123,-2.4146347,-2.8319142,9
TURKEY,1170,1971,1.0274364,10.494325,6.1441855,-2.2191634,-2.6926692,-2
TURKEY,1170,1972,1.0701469,10.518944,6.2225761,-1.8918008,-2.4247527,-2
TURKEY,1170,1973,1.0843047,10.543498,6.2952662,-1.5852332,-2.0272288,9
TURKEY,1170,1974,1.1357331,10.552422,6.6783423,-0.98886138,-1.876011,9
TURKEY,1170,1975,1.1132964,10.575922,6.8134446,-0.746759,-1.9653988,9
TURKEY,1170,1976,1.0996139,10.600701,6.9177055,-0.66767442,-1.6296407,9
TURKEY,1170,1977,1.2268511,10.64861,7.0121155,-0.54541713,-1.7412565,9
TURKEY,1170,1978,1.124867,10.676992,7.0983758,-0.77652878,-1.474907,9
TURKEY,1170,1979,1.2279679,10.704592,7.2298388,-0.67924422,-1.4867779,9
TURKEY,1170,1980,1.1692344,10.708534,7.2861919,-0.26565966,-1.234432,-5
TURKEY,1170,1981,1.0552907,10.733414,7.3395376,-0.11529864,-0.75587404,-5
TURKEY,1170,1982,1.1293873,10.758307,7.21524,-0.13524716,-0.55408114,-5
TURKEY,1170,1983,1.2087117,10.783197,7.1147695,-0.13834293,-0.55721867,-5
TURKEY,1170,1984,1.6667116,10.80809,7.0561752,0.004788479,-0.337713,7
TURKEY,1170,1985,1.4233135,10.832971,7.029973,0.064569756,-0.22840741,7
TURKEY,1170,1986,1.176088,10.861285,7.0121155,0.041717626,-0.29222575,7
TURKEY,1170,1987,1.2228969,10.889603,7.106606,0.29222178,0.018821808,8
TURKEY,1170,1988,1.2181157,10.917939,7.1546154,0.30468667,0.15375063,8
TURKEY,1170,1989,1.2423482,10.934107,7.2225661,0.46994114,0.16381806,10
TURKEY,1170,1990,1.2435538,10.950262,7.3963351,0.81452376,0.26436228,10
TURKEY,1170,1991,1.4599844,10.965609,7.4899707,0.74227059,0.31239912,10
TURKEY,1170,1992,1.2772084,10.980961,7.5745583,0.83642465,0.3981719,10
TURKEY,1170,1993,1.3777984,10.9963,7.6591716,1.0909497,0.4453907,10
TURKEY,1170,1994,1.2017592,11.011654,7.7437034,0.81563032,0.60813379,9
U.K.,1210,1950,0.98980463,10.829095,6.6682281,-0.31430534,-0.45932797,10
U.K.,1210,1951,0.93413585,10.831193,6.7393365,0.088497974,-0.27653375,10
U.K.,1210,1952,1.0400184,10.834411,6.8057227,-0.026795847,-0.2693603,10
U.K.,1210,1953,1.135331,10.837225,6.8679743,-0.06612695,-0.2843543,10
U.K.,1210,1954,1.0106682,10.840737,6.9265771,-0.056955624,-0.25278351,10
U.K.,1210,1955,0.98641884,10.843904,6.9828629,0.083101444,-0.16628599,10
U.K.,1210,1956,0.98247975,10.847977,7.0361485,0.084440358,-0.073633626,10
U.K.,1210,1957,1.0334768,10.851606,7.0867381,0.12419444,-0.041922577,10
U.K.,1210,1958,1.0528449,10.855956,7.134891,0.048123233,-0.073784344,10
U.K.,1210,1959,1.017679,10.862014,7.1884127,0.10917008,-0.031408142,10
U.K.,1210,1960,1.0904255,10.869349,7.2392149,0.24011554,0.034285519,10
U.K.,1210,1961,1.0293077,10.876631,7.2882442,0.20752461,0.072532706,10
U.K.,1210,1962,0.99235231,10.884705,7.3343291,0.22821869,0.1003954,10
U.K.,1210,1963,1.1764908,10.892713,7.3783836,0.29829258,0.17037046,10
U.K.,1210,1964,1.0456728,10.900676,7.4483337,0.43299982,0.21018313,10
U.K.,1210,1965,1.0618616,10.905552,7.5137091,0.44590303,0.28050637,10
U.K.,1210,1966,1.0461565,10.910423,7.5626812,0.47666886,0.34585664,10
U.K.,1210,1967,1.1304621,10.916324,7.6024013,0.54151005,0.32707101,10
U.K.,1210,1968,1.0535932,10.92022,7.5315523,0.61025453,0.39460641,10
U.K.,1210,1969,0.97114867,10.92136,7.58883,0.65938354,0.52437341,10
U.K.,1210,1970,0.94083858,10.922515,7.6806374,0.77583253,0.66015899,10
U.K.,1210,1971,0.92443079,10.924247,7.8785343,0.87179536,0.80500162,10
U.K.,1210,1972,0.97034365,10.925273,7.8516612,1.0230622,0.88974136,10
U.K.,1210,1973,1.0021217,10.926316,8.0339823,1.3560928,1.116223,10
U.K.,1210,1974,1.0105028,10.927359,8.1475773,1.689025,1.3516771,10
U.K.,1210,1975,1.1106392,10.928382,8.2329721,1.6770592,1.4840788,10
U.K.,1210,1976,1.0883057,10.929421,8.3380661,1.7223736,1.5317791,10
U.K.,1210,1977,1.0565321,10.930461,8.420682,1.8648705,1.7613862,10
U.K.,1210,1978,1.116298,10.93089,8.5231752,2.0616086,1.9699754,10
U.K.,1210,1979,1.1086169,10.931337,8.9078827,2.3230345,2.2101517,10
U.K.,1210,1980,1.0872989,10.932124,8.9771461,2.4841564,2.4435375,10
U.K.,1210,1981,1.0921944,10.929099,9.1171284,2.328701,2.3243563,10
U.K.,1210,1982,1.2067375,10.932357,9.1715994,2.2990289,2.2719197,10
U.K.,1210,1983,1.2315462,10.935621,9.1105204,2.2443521,2.218812,10
U.K.,1210,1984,1.0824218,10.938893,9.0583544,2.3085771,2.2352374,10
U.K.,1210,1985,1.0609181,10.942155,9.0347958,2.3496213,2.3121986,10
U.K.,1210,1986,1.039863,10.945424,9.1049795,2.488965,2.3664045,10
U.K.,1210,1987,1.0309443,10.948682,9.2629328,2.7004614,2.5652492,10
U.K.,1210,1988,0.96202612,10.951946,9.4572001,2.8986485,2.660763,10
U.K.,1210,1989,0.9545154,10.954938,9.6017065,2.952219,2.7127061,10
