cabbr,ccode,year,AidPC,logPop,logGDP,POLITY,transition,civilwar,RefsDummy
TCD,483,1973,11.702353,15.16969,5.4356837,-9,0,0,0
TCD,483,1974,20.011086,15.189431,5.4643688,-9,0,0,0
TCD,483,1975,17.406948,15.209277,5.5307951,-7,0,0,0
TCD,483,1976,15.014811,15.227784,5.5416598,-7,0,0,0
TCD,483,1977,19.840578,15.247345,5.5441999,-7,0,0,0
TCD,483,1978,29.245882,15.268246,5.5185914,0,1,0,0
TCD,483,1979,19.585909,15.290619,5.2548966,0,1,0,0
TCD,483,1980,7.8825107,15.314464,5.1686692,0,1,1,0
TCD,483,1981,13.005733,15.339954,5.1535535,0,1,1,0
TCD,483,1982,13.699878,15.367421,5.1781726,0,1,1,0
TCD,483,1983,19.574001,15.395606,5.2956343,0,1,1,0
TCD,483,1984,22.860796,15.422724,5.2887983,0,1,1,0
TCD,483,1985,35.299061,15.447884,5.4607897,-7,0,1,0
TCD,483,1986,31.224669,15.472399,5.3946013,-7,0,1,0
TCD,483,1987,38.106979,15.496267,5.3465543,-7,0,1,0
TCD,483,1988,47.880199,15.519495,5.4672747,-7,0,1,0
TCD,483,1989,45.50177,15.542077,5.4923844,-7,0,0,0
TCD,483,1990,54.604942,15.564014,5.4277639,-7,0,0,0
TCD,483,1991,44.822002,15.58895,5.4847326,0,1,0,0
TCD,483,1992,39.468796,15.616882,5.5337749,-4,0,0,0
TCD,483,1993,35.950867,15.647812,5.3319397,-4,0,0,0
TCD,483,1994,32.95549,15.681739,5.3951397,-4,0,0,0
TCD,483,1995,35.234829,15.718662,5.3681664,-4,0,0,0
COG,484,1964,15.790298,13.896362,6.3574705,-7,0,0,0
COG,484,1965,13.690369,13.920771,6.3691664,-7,0,0,0
COG,484,1966,16.462387,13.945626,6.35781,-7,0,0,0
COG,484,1967,15.118439,13.970898,6.3534803,-7,0,0,0
COG,484,1968,17.830919,13.996565,6.4013548,-7,0,0,0
COG,484,1969,14.006878,14.022614,6.4480772,-7,0,0,1
COG,484,1970,13.024545,14.049001,6.483336,-7,0,0,0
COG,484,1971,13.306915,14.075619,6.5313897,-7,0,0,0
COG,484,1972,17.375183,14.102463,6.5872087,-7,0,0,0
COG,484,1973,19.532362,14.129599,6.6391721,-7,0,0,0
COG,484,1974,27.039703,14.157105,6.6875653,-7,0,0,1
COG,484,1975,38.949551,14.185003,6.7341404,-7,0,0,0
COG,484,1976,49.056679,14.213541,6.7147231,-7,0,0,0
COG,484,1977,31.721167,14.24215,6.5923157,-7,0,0,0
COG,484,1978,51.434769,14.270756,6.6253667,-7,0,0,0
COG,484,1979,56.010357,14.299294,6.6904397,-8,0,0,0
COG,484,1980,55.152786,14.327735,6.8244281,-8,0,0,0
COG,484,1981,47.17168,14.356043,6.9584074,-8,0,0,0
COG,484,1982,52.693573,14.384154,7.1421576,-8,0,0,0
COG,484,1983,59.472942,14.412213,7.170989,-8,0,0,1
COG,484,1984,51.76973,14.440422,7.210216,-8,0,0,1
COG,484,1985,35.93132,14.468877,7.1698332,-8,0,0,1
COG,484,1986,54.23621,14.497511,7.0701165,-8,0,0,1
COG,484,1987,72.958168,14.526277,7.0432425,-8,0,0,1
COG,484,1988,41.433392,14.555145,7.0318823,-8,0,0,0
COG,484,1989,42.347694,14.584076,7.0286183,-8,0,0,1
COG,484,1990,98.234238,14.613018,7.0087495,-8,0,0,1
COG,484,1991,58.702274,14.641842,7.0036373,0,1,0,1
COG,484,1992,48.285305,14.670539,7.000566,5,0,0,0
COG,484,1993,50.900764,14.699117,6.9619212,5,0,0,1
COG,484,1994,145.45782,14.727572,6.8768401,5,0,0,1
COG,484,1995,48.937916,14.755908,6.8876853,5,0,0,1
ZAR,490,1964,6.4566545,16.652878,5.8528447,0,1,1,1
ZAR,490,1965,7.9570565,16.681021,5.8346262,-9,0,1,1
ZAR,490,1966,4.9734683,16.712313,5.8688917,-9,0,0,1
ZAR,490,1967,4.8657589,16.741837,5.8294616,-9,0,0,1
ZAR,490,1968,3.9939065,16.770121,5.8435922,-9,0,0,1
ZAR,490,1969,4.3463759,16.797604,5.9052987,-9,0,0,1
ZAR,490,1970,4.4099655,16.824652,5.8757968,-9,0,0,1
ZAR,490,1971,5.2206922,16.851564,5.9072013,-9,0,0,0
ZAR,490,1972,5.7256804,16.878578,5.8816977,-9,0,0,1
ZAR,490,1973,6.3433495,16.905882,5.9326258,-9,0,0,1
ZAR,490,1974,7.9846463,16.933611,5.9357233,-9,0,0,1
ZAR,490,1975,8.7966108,16.961859,5.8563743,-9,0,0,1
ZAR,490,1976,8.0901413,16.990917,5.7727652,-9,0,0,1
ZAR,490,1977,10.570241,17.020454,5.7508063,-9,0,0,1
ZAR,490,1978,12.473666,17.050446,5.6658812,-9,0,0,1
ZAR,490,1979,15.900744,17.080864,5.6397552,-9,0,0,1
ZAR,490,1980,15.829168,17.111681,5.6306491,-9,0,0,1
ZAR,490,1981,14.135826,17.142082,5.6234808,-9,0,0,1
ZAR,490,1982,12.096861,17.173502,5.5874739,-9,0,0,1
ZAR,490,1983,10.486275,17.205622,5.5693722,-9,0,0,1
ZAR,490,1984,9.8726311,17.238155,5.5907683,-9,0,0,1
ZAR,490,1985,9.6605511,17.270849,5.5627427,-9,0,0,1
ZAR,490,1986,12.901414,17.303772,5.5759139,-9,0,0,1
ZAR,490,1987,19.936348,17.336983,5.5691075,-9,0,0,1
ZAR,490,1988,15.80728,17.370253,5.5405293,-9,0,0,1
ZAR,490,1989,20.228985,17.403381,5.4946594,-9,0,0,1
ZAR,490,1990,24.009314,17.436192,5.3939099,-8,0,0,1
ZAR,490,1991,12.337657,17.468735,5.2733984,-8,0,0,1
ZAR,490,1992,6.7495213,17.501011,5.1301908,0,1,0,1
ZAR,490,1993,4.3307185,17.53302,4.9535131,0,1,1,1
ZAR,490,1994,5.7769814,17.564764,4.881989,0,1,0,1
ZAR,490,1995,4.4590402,17.596239,4.8574882,0,1,0,0
UGA,500,1964,2.4507794,15.855086,,7,0,0,1
UGA,500,1965,2.3810115,15.90081,,7,0,0,1
UGA,500,1966,2.5516419,15.94543,,0,1,1,1
UGA,500,1967,2.277842,15.988014,,-6,0,0,1
UGA,500,1968,2.4315324,16.027981,,-6,0,0,1
UGA,500,1969,2.9146094,16.065039,,-7,0,0,1
UGA,500,1970,3.3693438,16.099117,,-7,0,0,1
UGA,500,1971,3.1463103,16.130003,,-7,0,0,1
UGA,500,1972,3.9411757,16.15736,,-7,0,0,1
UGA,500,1973,2.0925896,16.18259,,-7,0,0,1
UGA,500,1974,1.6072791,16.207729,,-7,0,0,1
UGA,500,1975,4.2974458,16.233885,,-7,0,0,1
UGA,500,1976,1.9264382,16.26083,,-7,0,0,1
UGA,500,1977,1.446651,16.288841,,-7,0,0,1
UGA,500,1978,2.886811,16.316689,,-7,0,0,1
UGA,500,1979,3.7144189,16.342525,,0,1,0,0
UGA,500,1980,8.867095,16.365494,,3,0,1,1
UGA,500,1981,10.379433,16.386499,,3,0,1,1
UGA,500,1982,9.9582825,16.406252,5.46311,3,0,1,0
UGA,500,1983,10.080832,16.425293,5.4999242,3,0,1,1
UGA,500,1984,11.734796,16.444307,5.477458,3,0,1,1
UGA,500,1985,12.740909,16.464094,5.4240484,0,1,1,1
UGA,500,1986,13.295768,16.486914,5.4051232,-7,0,1,1
UGA,500,1987,20.223816,16.512766,5.4181242,-7,0,1,1
UGA,500,1988,26.020374,16.541649,5.4686713,-7,0,1,1
UGA,500,1989,28.668653,16.573565,5.4984326,-7,0,0,1
UGA,500,1990,40.908756,16.608515,5.5262156,-7,0,0,1
UGA,500,1991,39.382141,16.642496,5.5462871,-7,0,0,1
UGA,500,1992,41.519272,16.67551,5.546885,-7,0,0,1
UGA,500,1993,33.81715,16.70756,5.5948148,-4,0,0,1
UGA,500,1994,40.29702,16.73864,5.6258035,-4,0,0,0
UGA,500,1995,43.317509,16.768753,5.7047534,-4,0,0,1
KEN,501,1964,5.7708945,16.060701,5.3212342,2,0,0,0
KEN,501,1965,7.1843266,16.092676,5.3091512,2,0,0,0
KEN,501,1966,5.2302303,16.124912,5.4143138,0,0,0,0
KEN,501,1967,3.2650268,16.157427,5.4148593,0,0,0,0
KEN,501,1968,5.6480093,16.190315,5.4587698,0,0,0,0
KEN,501,1969,5.0324235,16.223709,5.5019593,-7,0,0,0
KEN,501,1970,5.0113063,16.257683,5.4203124,-7,0,0,0
KEN,501,1971,5.6598763,16.29216,5.5861115,-7,0,0,1
KEN,501,1972,5.866816,16.327023,5.7089567,-7,0,0,0
KEN,501,1973,7.5030975,16.362457,5.7308149,-7,0,0,0
KEN,501,1974,8.8869352,16.398727,5.7343965,-7,0,0,1
KEN,501,1975,9.3632193,16.435894,5.7060122,-7,0,0,1
KEN,501,1976,11.347597,16.472618,5.6905994,-7,0,0,1
KEN,501,1977,10.997025,16.509733,5.7438178,-7,0,0,1
KEN,501,1978,16.12504,16.546951,5.7734389,-7,0,0,1
KEN,501,1979,22.006397,16.584593,5.8091898,-6,0,0,1
KEN,501,1980,23.846802,16.626839,5.8213558,-6,0,0,1
KEN,501,1981,26.047607,16.663475,5.8217602,-6,0,0,1
KEN,501,1982,27.114912,16.699163,5.8010249,-7,0,0,1
KEN,501,1983,21.550823,16.734283,5.7789102,-7,0,0,1
KEN,501,1984,21.187544,16.769411,5.7611833,-7,0,0,1
KEN,501,1985,21.626492,16.804771,5.7679286,-7,0,0,1
KEN,501,1986,21.615088,16.840014,5.8020034,-7,0,0,1
KEN,501,1987,26.283194,16.874857,5.8248353,-7,0,0,1
KEN,501,1988,37.904213,16.909088,5.8507876,-7,0,0,1
KEN,501,1989,46.6637,16.942467,5.8632469,-7,0,0,1
KEN,501,1990,50.349014,16.974722,5.8720574,-7,0,0,1
KEN,501,1991,37.901405,17.005135,5.8559246,-5,0,0,1
KEN,501,1992,35.446445,17.033709,5.819325,-5,0,0,1
KEN,501,1993,35.434681,17.06044,5.7961187,-5,0,0,1
KEN,501,1994,25.669985,17.085331,5.797215,-5,0,0,1
KEN,501,1995,27.139301,17.108379,5.8172846,-5,0,0,1
TZA,510,1964,3.7825742,16.252565,,-7,0,0,1
TZA,510,1965,3.1253715,16.281998,,-7,0,0,1
TZA,510,1966,2.5904942,16.311743,,-7,0,0,1
TZA,510,1967,2.9681516,16.341726,,-7,0,0,1
TZA,510,1968,3.1414263,16.371889,,-7,0,0,1
TZA,510,1969,2.9589362,16.402159,,-7,0,0,1
TZA,510,1970,3.745436,16.432468,,-7,0,0,1
TZA,510,1971,4.4192905,16.462296,,-7,0,0,1
TZA,510,1972,4.2151909,16.491943,,-7,0,0,1
TZA,510,1973,6.6958218,16.521595,,-7,0,0,1
TZA,510,1974,10.532157,16.55151,,-7,0,0,1
TZA,510,1975,18.581133,16.581829,,-7,0,0,1
TZA,510,1976,16.337263,16.612564,,-7,0,0,1
TZA,510,1977,20.116898,16.643543,,-7,0,0,1
TZA,510,1978,24.332806,16.674738,,-7,0,0,1
TZA,510,1979,32.713367,16.70612,,-7,0,0,1
TZA,510,1980,36.523869,16.73765,,-7,0,0,1
TZA,510,1981,36.64053,16.7693,,-7,0,0,1
TZA,510,1982,34.5397,16.801037,,-7,0,0,1
TZA,510,1983,28.999187,16.832813,,-7,0,0,1
TZA,510,1984,26.275684,16.864573,,-7,0,0,1
TZA,510,1985,22.233755,16.896273,,-7,0,0,1
TZA,510,1986,29.642118,16.927889,,-7,0,0,1
TZA,510,1987,38.78878,16.959396,,-7,0,0,1
TZA,510,1988,42.452297,16.990768,5.1977334,-7,0,0,1
TZA,510,1989,37.189735,17.02198,5.203474,-7,0,0,1
TZA,510,1990,46.064781,17.053011,5.2405224,-7,0,0,1
TZA,510,1991,41.086563,17.08423,5.2298117,-7,0,0,1
TZA,510,1992,49.382515,17.115173,5.2046943,-6,0,0,1
TZA,510,1993,33.985268,17.145699,5.1861563,-6,0,0,1
TZA,510,1994,33.52655,17.175642,5.1717668,-6,0,0,1
TZA,510,1995,29.585104,17.204838,5.1776533,-1,0,0,1
,511,1964,,,,,,0,0
BDI,516,1964,2.2637761,14.959978,4.8272753,-3,0,0,1
BDI,516,1965,1.3600996,14.982716,4.8434434,0,1,0,0
BDI,516,1966,2.472203,15.004731,4.8665257,-7,0,0,1
BDI,516,1967,2.8638251,15.025115,4.9756026,-7,0,0,0
BDI,516,1968,3.7994189,15.043302,4.9544334,-7,0,0,0
BDI,516,1969,4.3198037,15.059016,4.9240155,-7,0,0,0
BDI,516,1970,5.0711441,15.072266,5.1040745,-7,0,0,0
BDI,516,1971,6.1581264,15.07873,5.1247077,-7,0,0,1
BDI,516,1972,7.2620049,15.085552,5.0517039,-7,0,1,1
BDI,516,1973,7.4940681,15.093897,5.1099801,-7,0,0,1
BDI,516,1974,10.33149,15.104655,5.0919271,-7,0,0,0
BDI,516,1975,13.078804,15.118423,5.0851135,-7,0,0,1
BDI,516,1976,11.889819,15.135767,5.1442003,-7,0,0,0
BDI,516,1977,12.610018,15.157207,5.2313399,-7,0,0,1
BDI,516,1978,19.005665,15.181706,5.1973901,-7,0,0,1
BDI,516,1979,23.643106,15.207579,5.1880312,-7,0,0,1
BDI,516,1980,28.418886,15.233788,5.1716833,-7,0,0,1
BDI,516,1981,28.757051,15.260567,5.2596903,-7,0,0,1
BDI,516,1982,29.047537,15.287926,5.2217398,-7,0,0,1
BDI,516,1983,31.110497,15.315671,5.230473,-7,0,0,1
BDI,516,1984,30.319267,15.343654,5.2040448,-7,0,0,1
BDI,516,1985,29.396751,15.371758,5.2873311,-7,0,0,1
BDI,516,1986,39.628082,15.399905,5.2911692,-7,0,0,1
BDI,516,1987,39.389969,15.428041,5.3166032,-7,0,0,1
BDI,516,1988,39.128262,15.456141,5.3375893,-7,0,1,1
BDI,516,1989,39.071098,15.484198,5.322937,-7,0,0,0
BDI,516,1990,48.412758,15.512226,5.329308,-7,0,0,1
BDI,516,1991,46.004333,15.53896,5.3513355,-7,0,1,1
BDI,516,1992,54.008213,15.564397,5.332902,0,1,0,1
BDI,516,1993,36.874264,15.588539,5.2499776,0,1,1,1
BDI,516,1994,51.79966,15.611386,5.187736,0,1,1,1
BDI,516,1995,46.730019,15.632937,5.0907564,0,1,1,0
RWA,517,1964,2.0279639,14.942658,5.3298774,-5,0,1,0
RWA,517,1965,2.3939679,14.973334,5.3669491,-5,0,0,1
RWA,517,1966,3.4283278,15.004695,5.4033313,-5,0,0,0
RWA,517,1967,3.7706678,15.036139,5.4387593,-5,0,0,0
RWA,517,1968,4.5968337,15.067719,5.4749675,-5,0,0,0
RWA,517,1969,4.896327,15.09946,5.5476537,-5,0,0,0
RWA,517,1970,5.8449569,15.131382,5.5740128,-5,0,0,0
RWA,517,1971,6.559072,15.163487,5.5539021,-5,0,0,0
RWA,517,1972,7.5730519,15.195772,5.5242448,-5,0,0,1
RWA,517,1973,9.4618025,15.228213,5.5256066,-7,0,0,1
RWA,517,1974,10.977978,15.260791,5.5070291,-7,0,0,0
RWA,517,1975,20.707117,15.293472,5.4529829,-7,0,0,1
RWA,517,1976,17.48583,15.32597,5.5986695,-7,0,0,1
RWA,517,1977,20.497532,15.358616,5.5857677,-7,0,0,0
RWA,517,1978,25.909103,15.391388,5.6405573,-7,0,0,1
RWA,517,1979,29.671659,15.424218,5.719893,-7,0,0,1
RWA,517,1980,30.100718,15.457028,5.7728167,-7,0,0,1
RWA,517,1981,28.823092,15.489336,5.7934442,-7,0,0,1
RWA,517,1982,27.388918,15.520331,5.780396,-7,0,0,1
RWA,517,1983,26.336946,15.551031,5.8077793,-7,0,0,1
RWA,517,1984,28.119396,15.582994,5.7324829,-7,0,0,1
RWA,517,1985,29.65654,15.61656,5.7420034,-7,0,0,1
RWA,517,1986,33.314667,15.648156,5.7636838,-7,0,0,0
RWA,517,1987,37.598259,15.67778,5.73382,-7,0,0,1
RWA,517,1988,37.631859,15.705434,5.7501717,-7,0,0,1
RWA,517,1989,33.862217,15.731116,5.7241235,-7,0,0,1
RWA,517,1990,41.869427,15.754827,5.676127,-7,0,1,1
RWA,517,1991,50.553844,15.782623,5.6228662,-7,0,1,1
RWA,517,1992,47.806801,15.810211,5.6523457,-7,0,1,0
RWA,517,1993,47.2122,15.835732,5.5405502,0,1,1,1
RWA,517,1994,114.61156,15.644887,5.0342412,-6,0,1,0
RWA,517,1995,109.68594,15.671808,5.3029695,-6,0,0,1
SOM,520,1964,6.4926629,14.94007,,7,0,0,0
SOM,520,1965,8.4084463,14.970188,,7,0,0,0
SOM,520,1966,5.4855409,14.999312,,7,0,0,0
SOM,520,1967,3.5149803,15.026576,,7,0,0,0
SOM,520,1968,9.266737,15.051685,,7,0,0,0
SOM,520,1969,9.3781309,15.074849,,-7,0,0,0
SOM,520,1970,7.7228546,15.096723,,-7,0,0,0
SOM,520,1971,8.4872274,15.101211,,-7,0,0,0
SOM,520,1972,8.161273,15.114972,,-7,0,0,0
SOM,520,1973,12.782582,15.141333,,-7,0,0,0
SOM,520,1974,20.75919,15.181528,,-7,0,0,0
SOM,520,1975,36.758587,15.234756,,-7,0,0,0
SOM,520,1976,23.166636,15.301098,,-7,0,0,0
SOM,520,1977,40.166409,15.381172,,-7,0,0,1
SOM,520,1978,37.837193,15.462728,,-7,0,0,1
SOM,520,1979,39.576447,15.531722,,-7,0,0,1
SOM,520,1980,74.037247,15.582465,,-7,0,0,1
SOM,520,1981,61.634617,15.620226,,-7,0,0,0
SOM,520,1982,73.931221,15.648222,,-7,0,1,0
SOM,520,1983,53.788834,15.668234,,-7,0,1,0
SOM,520,1984,54.107441,15.682643,,-7,0,1,1
SOM,520,1985,53.957539,15.694517,,-7,0,1,1
SOM,520,1986,76.71817,15.707644,,-7,0,1,0
SOM,520,1987,87.116997,15.726498,,-7,0,1,1
SOM,520,1988,62.226028,15.756029,,-7,0,1,0
SOM,520,1989,58.58812,15.801177,,-7,0,1,0
SOM,520,1990,63.494148,15.866167,,-7,0,1,0
SOM,520,1991,22.827709,15.913067,,0,1,1,0
SOM,520,1992,77.917877,15.941876,,0,1,1,0
SOM,520,1993,104.84843,15.952597,,0,1,1,0
SOM,520,1994,63.849186,15.945227,,0,1,1,0
SOM,520,1995,23.032557,15.919766,,0,1,1,1
DJI,522,1964,,11.531355,,,,0,0
DJI,522,1965,,11.589887,,,,0,0
DJI,522,1966,56.388355,11.650424,,,,0,0
DJI,522,1967,79.859123,11.712514,,,,0,0
DJI,522,1968,74.652107,11.775828,,,,0,0
DJI,522,1969,75.847153,11.840069,,,,0,0
DJI,522,1970,79.932434,11.904967,,,,0,0
DJI,522,1971,67.336876,11.971362,,,,0,0
DJI,522,1972,79.022141,12.037299,,,,0,0
DJI,522,1973,108.03017,12.102489,,,,0,0
DJI,522,1974,151.09447,12.166968,,,,0,0
DJI,522,1975,167.80487,12.230765,,,,0,0
DJI,522,1976,128.62444,12.293672,,,,0,0
DJI,522,1977,199.09561,12.355354,,-8,0,0,1
DJI,522,1978,405.60345,12.417103,,-8,0,0,1
DJI,522,1979,88.083298,12.480517,,-8,0,0,1
DJI,522,1980,260.10675,12.54611,,-8,0,0,1
DJI,522,1981,214.82788,12.612803,,-8,0,0,0
DJI,522,1982,183.22488,12.679789,,-8,0,0,1
DJI,522,1983,191.12807,12.746448,,-8,0,0,0
DJI,522,1984,278.5611,12.812218,,-8,0,0,0
DJI,522,1985,208.36317,12.876463,,-8,0,0,1
DJI,522,1986,276.50934,12.938633,,-8,0,0,0
DJI,522,1987,238.8134,12.998159,,-8,0,0,0
DJI,522,1988,198.9512,13.054513,,-8,0,0,0
DJI,522,1989,152.65285,13.107229,,-8,0,0,1
DJI,522,1990,374.8356,13.155798,,-8,0,0,1
DJI,522,1991,201.48273,13.185902,6.9388647,-8,0,0,1
DJI,522,1992,204.93909,13.216018,6.9057441,-7,0,0,0
DJI,522,1993,235.22655,13.246138,6.8358426,-7,0,0,1
DJI,522,1994,220.77611,13.276234,6.77632,-7,0,0,1
DJI,522,1995,174.85857,13.30635,6.7053752,-7,0,0,1
,529,1993,,,,,,,
,529,1994,,,,,,,
,529,1995,,,,,,,
ETH,530,1964,.58178496,17.025782,,-9,0,0,0
ETH,530,1965,.75563776,17.050613,,-9,0,0,0
ETH,530,1966,.87854886,17.076132,,-9,0,0,0
ETH,530,1967,.94128728,17.102068,,-9,0,0,0
ETH,530,1968,1.542277,17.12822,,-9,0,0,1
ETH,530,1969,1.3778464,17.15444,,-9,0,0,0
ETH,530,1970,1.3812766,17.180632,,-9,0,0,1
ETH,530,1971,1.5931978,17.206701,,-9,0,0,1
ETH,530,1972,1.5620519,17.232553,,-9,0,0,0
ETH,530,1973,2.1333046,17.258343,,-9,0,0,0
ETH,530,1974,3.771517,17.284319,,0,1,1,1
ETH,530,1975,4.0817504,17.310623,,-7,0,1,1
ETH,530,1976,4.1517634,17.337185,,-7,0,1,0
ETH,530,1977,3.3248215,17.363972,,-7,0,1,1
ETH,530,1978,3.9122005,17.39098,,-7,0,1,0
ETH,530,1979,5.1933613,17.418201,,-7,0,1,0
ETH,530,1980,5.6144443,17.445621,,-7,0,1,0
ETH,530,1981,6.3179011,17.473219,4.7636209,-7,0,1,0
ETH,530,1982,5.0103703,17.500967,4.7454147,-7,0,1,0
ETH,530,1983,8.2781162,17.528839,4.7930636,-7,0,1,1
ETH,530,1984,8.5727196,17.556801,4.741797,-8,0,1,1
ETH,530,1985,16.383852,17.584818,4.5110936,-8,0,1,0
ETH,530,1986,14.091022,17.614565,4.5730472,-8,0,1,0
ETH,530,1987,13.59579,17.646042,4.6733894,-8,0,1,1
ETH,530,1988,20.207909,17.679251,4.6443806,-8,0,1,1
ETH,530,1989,15.18244,17.71419,4.6208186,-8,0,1,1
ETH,530,1990,19.842125,17.75086,4.6083817,-8,0,1,1
ETH,530,1991,20.676813,17.784935,4.5262194,0,1,1,1
ETH,530,1992,21.488592,17.819017,4.4393845,0,1,0,1
ETH,530,1993,20.441864,17.791391,4.5924358,0,1,0,1
ETH,530,1994,19.51248,17.820841,4.5972648,0,1,0,1
ETH,530,1995,15.614717,17.850283,4.627295,1,0,0,1
ERI,531,1964,,,,,,0,0
ERI,531,1965,,14.290502,,,,0,0
ERI,531,1966,,,,,,0,0
ERI,531,1967,,,,,,0,0
ERI,531,1968,,,,,,0,0
ERI,531,1969,,,,,,0,0
ERI,531,1970,,14.420373,,,,0,0
ERI,531,1971,,14.446737,,,,0,0
ERI,531,1972,,14.473103,,,,0,0
ERI,531,1973,,14.499467,,,,0,0
ERI,531,1974,,14.525831,,,,0,0
ERI,531,1975,,14.552197,,,,0,0
ERI,531,1976,,14.578447,,,,0,0
ERI,531,1977,,14.604698,,,,0,0
ERI,531,1978,,14.630949,,,,0,0
ERI,531,1979,,14.6572,,,,0,0
ERI,531,1980,,14.683451,,,,0,0
ERI,531,1981,,,,,,0,0
ERI,531,1982,,,,,,0,0
ERI,531,1983,,,,,,0,0
ERI,531,1984,,14.779448,,,,0,0
ERI,531,1985,,14.809133,,,,0,0
ERI,531,1986,,,,,,0,0
ERI,531,1987,,,,,,0,0
ERI,531,1988,,,,,,0,0
ERI,531,1989,,,,,,0,0
ERI,531,1990,,14.959414,,,,0,0
ERI,531,1991,,14.98537,,,,0,0
ERI,531,1992,,15.011328,5.0595422,,,0,0
ERI,531,1993,19.668749,15.037284,5.0082684,-6,0,0,0
ERI,531,1994,45.146637,15.063241,5.0758018,-6,0,0,1
ERI,531,1995,41.673195,15.089196,5.0784831,-6,0,0,1
AGO,540,1964,,15.445473,,,,0,0
AGO,540,1965,.21428572,15.460316,,,,0,0
AGO,540,1966,.54397446,15.475185,,,,0,0
AGO,540,1967,3.4066315,15.490108,,,,0,0
AGO,540,1968,.0018458392,15.505161,,,,0,0
AGO,540,1969,-.01999611,15.520453,,,,0,0
AGO,540,1970,-.0053686472,15.536132,,,,0,0
AGO,540,1971,0,15.550714,,,,0,0
AGO,540,1972,.015618655,15.566854,,,,0,0
AGO,540,1973,.027268993,15.584934,,,,0,0
AGO,540,1974,.06179706,15.605158,,,,0,0
AGO,540,1975,.7871958,15.627563,,-7,0,1,0
AGO,540,1976,2.8138046,15.652275,,-7,0,1,1
AGO,540,1977,7.3883529,15.679488,,-7,0,1,1
AGO,540,1978,7.0879345,15.708115,,-7,0,1,1
AGO,540,1979,6.8960972,15.736615,,-7,0,1,1
AGO,540,1980,7.4953699,15.764132,6.5831838,-7,0,1,1
AGO,540,1981,8.4629164,15.791018,6.4901571,-7,0,1,1
AGO,540,1982,8.1081524,15.817485,6.4636903,-7,0,1,1
AGO,540,1983,9.9070091,15.843616,6.4787021,-7,0,1,0
AGO,540,1984,12.184114,15.86957,6.5110164,-7,0,1,1
AGO,540,1985,11.432855,15.895576,6.5194106,-7,0,1,1
AGO,540,1986,15.956256,15.921925,6.520905,-7,0,1,1
AGO,540,1987,16.056637,15.94895,6.5696244,-7,0,1,0
AGO,540,1988,18.300821,15.977029,6.5963097,-7,0,1,0
AGO,540,1989,19.076271,16.006563,6.5711102,-7,0,1,0
AGO,540,1990,29.186348,16.03797,6.537025,-7,0,1,0
AGO,540,1991,29.133442,16.076124,6.5053754,0,1,1,1
AGO,540,1992,34.822777,16.111938,6.416894,0,1,1,0
AGO,540,1993,28.326502,16.145998,6.1115303,0,1,1,0
AGO,540,1994,42.315777,16.17882,6.0925875,0,1,1,0
AGO,540,1995,38.078747,16.210857,6.1585836,0,1,0,1
MOZ,541,1964,-.0049098311,15.913151,,,,0,0
MOZ,541,1965,,15.936334,,,,0,0
MOZ,541,1966,.79184073,15.959929,,,,0,0
MOZ,541,1967,2.0518687,15.983792,,,,0,0
MOZ,541,1968,.0022332072,16.007805,,,,0,0
MOZ,541,1969,.0032703215,16.03182,,,,0,0
MOZ,541,1970,.008515168,16.055689,,,,0,0
MOZ,541,1971,.012495731,16.077616,,,,0,0
MOZ,541,1972,.013258231,16.098427,,,,0,0
MOZ,541,1973,.010987342,16.119247,,,,0,0
MOZ,541,1974,.067388341,16.141729,,,,0,0
MOZ,541,1975,1.9556106,16.166695,,-8,0,0,1
MOZ,541,1976,6.4734569,16.194866,,-8,0,0,1
MOZ,541,1977,7.2223411,16.223602,,-8,0,0,1
MOZ,541,1978,9.1874828,16.25239,,-8,0,0,1
MOZ,541,1979,12.383504,16.280764,,-8,0,1,1
MOZ,541,1980,13.985118,16.308302,5.1111636,-8,0,1,0
MOZ,541,1981,11.563523,16.334965,5.1332912,-8,0,1,0
MOZ,541,1982,16.305174,16.361036,5.0357232,-8,0,1,0
MOZ,541,1983,16.138405,16.385172,4.8408008,-8,0,1,0
MOZ,541,1984,19.437767,16.405506,4.7532563,-8,0,1,0
MOZ,541,1985,22.163061,16.421232,4.7474809,-8,0,1,0
MOZ,541,1986,30.738947,16.433372,4.7120724,-7,0,1,0
MOZ,541,1987,48.217857,16.442856,4.8397388,-7,0,1,0
MOZ,541,1988,65.867844,16.450548,4.9108582,-7,0,1,0
MOZ,541,1989,58.36319,16.457569,4.9668121,-7,0,1,0
MOZ,541,1990,70.83316,16.465296,4.9690351,-7,0,1,0
MOZ,541,1991,74.147713,16.484127,4.9980416,-6,0,1,0
MOZ,541,1992,99.582031,16.502678,4.8950219,-6,0,1,0
MOZ,541,1993,78.570473,16.523893,4.9572268,-6,0,0,0
MOZ,541,1994,77.814529,16.551176,5.0022655,6,0,0,0
MOZ,541,1995,67.259796,16.576786,5.0187573,6,0,0,0
ZMB,551,1964,5.8938594,15.070283,6.4990654,2,0,0,0
ZMB,551,1965,2.8943,15.100326,6.6230087,2,0,0,1
ZMB,551,1966,7.5609088,15.130422,6.5355978,2,0,0,1
ZMB,551,1967,15.635261,15.160326,6.5819101,2,0,0,1
ZMB,551,1968,7.6656852,15.189904,6.5647383,0,0,0,1
